date,state,Cases 24hr,Cases % 24hr,Deaths 24hr,Deaths % 24hr ,Tests 24hr,Positive Tests 24hr,Total Recovered,Total Active Infections,Total Cases,Total Deaths
4-22-2020,NM,101,5.124%,7,12.069%,2122,4.76%,529,1478,2072,65
4-21-2020,NM,126,6.829%,3,5.455%,1713,7.356%,501,1412,1971,58
4-20-2020,NM,47,2.614%,2,3.774%,410,11.463%,487,1303,1845,55
4-19-2020,NM,87,5.085%,2,3.922%,1019,8.538%,465,1280,1798,53
4-18-2020,NM,114,7.138%,7,15.909%,1125,10.133%,382,1278,1711,51
4-17-2020,NM,113,7.615%,8,22.222%,1094,10.329%,353,1200,1597,44
4-16-2020,NM,77,5.473%,0,0%,544,14.154%,353,1095,1484,36
4-15-2020,NM,62,4.61%,5,16.129%,880,7.045%,340,1031,1407,36
4-14-2020,NM,100,8.032%,5,19.231%,1455,6.873%,304,1010,1345,31
4-13-2020,NM,71,6.048%,6,30%,1823,3.895%,295,924,1245,26
4-12-2020,NM,83,7.608%,1,5.263%,1594,5.207%,235,919,1174,20
4-11-2020,NM,0,0%,0,0%,0,0,235,837,1091,19
4-10-2020,NM,226,26.127%,3,18.75%,3291,6.867%,217,855,1091,19
4-9-2020,NM,71,8.942%,3,23.077%,1562,4.545%,201,648,865,16
4-8-2020,NM,108,15.743%,1,8.333%,420,25.714%,171,610,794,13
4-7-2020,NM,62,9.936%,0,0%,2689,2.306%,133,541,686,12
4-6-2020,NM,81,14.917%,1,9.091%,2308,3.51%,130,482,624,12
4-5-2020,NM,48,9.697%,1,10%,1196,4.013%,54,478,543,11
4-4-2020,NM,92,22.829%,3,42.857%,854,10.773%,26,459,495,10
4-3-2020,NM,40,11.019%,1,16.667%,767,5.215%,26,370,403,7
4-2-2020,NM,48,15.238%,1,20%,771,6.226%,26,331,363,6
4-1-2020,NM,34,12.1%,1,25%,713,4.769%,26,284,315,5
3-31-2020,NM,44,18.565%,2,100%,1348,3.264%,26,251,281,4
3-30-2020,NM,0,0%,0,0%,173,0%,26,209,237,2
3-29-2020,NM,46,24.084%,1,100%,1619,2.841%,2,233,237,2
3-28-2020,NM,55,40.441%,0,0%,874,6.293%,,190,191,1
3-27-2020,NM,24,21.429%,0,0%,720,3.333%,,135,136,1
3-26-2020,NM,12,12%,0,0%,951,1.262%,,111,112,1
3-25-2020,NM,17,20.482%,1,Infinity%,869,1.956%,,99,100,1
3-24-2020,NM,18,27.692%,0,0,587,3.066%,,83,83,
3-23-2020,NM,8,14.035%,0,0,607,1.318%,,65,65,
3-22-2020,NM,0,0%,0,0,951,0%,,57,57,
3-21-2020,NM,14,32.558%,0,0,14,100%,,57,57,
3-20-2020,NM,8,22.857%,0,0,1017,0.787%,,43,43,
3-19-2020,NM,7,25%,0,0,443,1.58%,,35,35,
3-18-2020,NM,5,21.739%,0,0,1082,0.462%,,28,28,
3-17-2020,NM,6,35.294%,0,0,689,0.871%,,23,23,
3-16-2020,NM,4,30.769%,0,0,88,4.545%,,17,17,
3-15-2020,NM,3,30%,0,0,248,1.21%,,13,13,
3-14-2020,NM,0,0%,0,0,47,0%,,10,10,
3-13-2020,NM,5,100%,0,0,40,12.5%,,10,10,
3-12-2020,NM,2,66.667%,0,0,70,2.857%,,5,5,
3-11-2020,NM,3,Infinity%,0,0,21,14.286%,,NaN,3,
3-10-2020,NM,0,0,0,0,12,0%,,NaN,0,
3-9-2020,NM,0,0,0,0,9,0%,,NaN,0,
3-8-2020,NM,0,0,0,0,0,0,,NaN,0,
3-7-2020,NM,0,0,0,0,32,0%,,NaN,0,
3-6-2020,NM,,0,,0,,0,,NaN,0,
5-25-2020,KS,260,2.902%,3,1.622%,4965,5.237%,493,8537,9218,188
5-24-2020,KS,0,0%,0,0%,0,0,485,8288,8958,185
5-23-2020,KS,0,0%,0,0%,0,0,485,8288,8958,185
5-22-2020,KS,419,4.907%,7,3.933%,5231,8.01%,485,8288,8958,185
5-21-2020,KS,0,0%,0,0%,0,0,473,7888,8539,178
5-20-2020,KS,199,2.386%,5,2.89%,4213,4.723%,473,7888,8539,178
5-19-2020,KS,0,0%,0,0%,0,0,465,7702,8340,173
5-18-2020,KS,454,5.757%,1,0.581%,5398,8.411%,465,7702,8340,173
5-17-2020,KS,0,0%,0,0%,0,0,443,7271,7886,172
5-16-2020,KS,0,0%,0,0%,0,0,443,7271,7886,172
5-15-2020,KS,418,5.597%,8,4.878%,3964,10.545%,443,7271,7886,172
5-14-2020,KS,0,0%,0,0%,0,0,422,6882,7468,164
5-13-2020,KS,352,4.947%,6,3.797%,3519,10.003%,422,6882,7468,164
5-12-2020,KS,0,0%,0,0%,0,0,376,6582,7116,158
5-11-2020,KS,168,2.418%,1,0.637%,1604,10.474%,376,6582,7116,158
5-10-2020,KS,197,2.918%,0,0%,2572,7.659%,371,6420,6948,157
5-9-2020,KS,250,3.846%,5,3.289%,2225,11.236%,350,6244,6751,157
5-8-2020,KS,357,5.811%,5,3.401%,2886,12.37%,332,6017,6501,152
5-7-2020,KS,410,7.15%,3,2.083%,2708,15.14%,323,5674,6144,147
5-6-2020,KS,276,5.057%,7,5.109%,2022,13.65%,318,5272,5734,144
5-5-2020,KS,213,4.061%,1,0.735%,1489,14.305%,296,5025,5458,137
5-4-2020,KS,215,4.274%,2,1.493%,1825,11.781%,291,4818,5245,136
5-3-2020,KS,284,5.984%,3,2.29%,1836,15.468%,286,4610,5030,134
5-2-2020,KS,297,6.676%,1,0.769%,1908,15.566%,286,4329,4746,131
5-1-2020,KS,211,4.979%,1,0.775%,1408,14.986%,280,4039,4449,130
4-30-2020,KS,500,13.376%,4,3.2%,2168,23.063%,272,3837,4238,129
4-29-2020,KS,247,7.075%,1,0.806%,1368,18.056%,266,3347,3738,125
4-28-2020,KS,163,4.898%,4,3.333%,923,17.66%,,3367,3491,124
4-27-2020,KS,154,4.852%,2,1.695%,940,16.383%,,3208,3328,120
4-26-2020,KS,118,3.861%,1,0.855%,1028,11.479%,,3056,3174,118
4-25-2020,KS,279,10.047%,6,5.405%,1611,17.318%,,2939,3056,117
4-24-2020,KS,295,11.886%,-1,-0.893%,2270,12.996%,,2666,2777,111
4-23-2020,KS,271,12.257%,2,1.818%,1115,24.305%,,2370,2482,112
4-22-2020,KS,186,9.185%,3,2.804%,1102,16.878%,,2101,2211,110
4-21-2020,KS,39,1.964%,7,7%,340,11.471%,,1918,2025,107
4-20-2020,KS,137,7.409%,8,8.696%,631,21.712%,,1886,1986,100
4-19-2020,KS,59,3.296%,6,6.977%,454,12.996%,,1757,1849,92
4-18-2020,KS,85,4.985%,2,2.381%,775,10.968%,,1704,1790,86
4-17-2020,KS,117,7.368%,4,5%,779,15.019%,,1621,1705,84
4-16-2020,KS,94,6.292%,4,5.263%,1454,6.465%,,1508,1588,80
4-15-2020,KS,68,4.769%,7,10.145%,521,13.052%,,1418,1494,76
4-14-2020,KS,50,3.634%,7,11.29%,283,17.668%,,1357,1426,69
4-13-2020,KS,39,2.917%,6,10.714%,611,6.383%,,1314,1376,62
4-12-2020,KS,69,5.442%,1,1.818%,910,7.582%,,1281,1337,56
4-11-2020,KS,102,8.748%,5,10%,929,10.98%,,1213,1268,55
4-10-2020,KS,60,5.425%,8,19.048%,639,9.39%,,1116,1166,50
4-9-2020,KS,60,5.736%,4,10.526%,592,10.135%,,1064,1106,42
4-8-2020,KS,146,16.222%,11,40.741%,669,21.824%,,1008,1046,38
4-7-2020,KS,55,6.509%,2,8%,430,12.791%,,873,900,27
4-6-2020,KS,98,13.119%,3,13.636%,861,11.382%,,820,845,25
4-5-2020,KS,49,7.02%,1,4.762%,645,7.597%,,725,747,22
4-4-2020,KS,78,12.581%,4,23.529%,504,15.476%,,677,698,21
4-3-2020,KS,68,12.319%,4,30.769%,463,14.687%,,603,620,17
4-2-2020,KS,70,14.523%,3,30%,718,9.749%,,539,552,13
4-1-2020,KS,54,12.617%,1,11.111%,469,11.514%,,472,482,10
3-31-2020,KS,60,16.304%,1,12.5%,502,11.952%,,419,428,9
3-30-2020,KS,49,15.361%,2,33.333%,409,11.98%,,360,368,8
3-29-2020,KS,58,22.222%,1,20%,581,9.983%,,313,319,6
3-28-2020,KS,59,29.208%,1,25%,501,11.776%,,256,261,5
3-27-2020,KS,34,20.238%,1,33.333%,394,8.629%,,198,202,4
3-26-2020,KS,42,33.333%,0,0%,551,7.623%,,165,168,3
3-25-2020,KS,28,28.571%,1,50%,302,9.272%,,123,126,3
3-24-2020,KS,16,19.512%,0,0%,1685,0.95%,,96,98,2
3-23-2020,KS,18,28.125%,0,0%,18,100%,,80,82,2
3-22-2020,KS,9,16.364%,0,0%,9,100%,,62,64,2
3-21-2020,KS,11,25%,1,100%,11,100%,,53,55,2
3-20-2020,KS,10,29.412%,0,0%,10,100%,,43,44,1
3-19-2020,KS,18,112.5%,0,0%,18,100%,,33,34,1
3-18-2020,KS,1,6.667%,0,0%,36,2.778%,,15,16,1
3-17-2020,KS,4,36.364%,0,0%,220,1.818%,,14,15,1
3-16-2020,KS,3,37.5%,0,0%,34,8.824%,,10,11,1
3-15-2020,KS,2,33.333%,0,0%,44,4.545%,,7,8,1
3-14-2020,KS,0,0%,1,Infinity%,0,0,,5,6,1
3-13-2020,KS,2,50%,0,0,54,3.704%,,6,6,
3-12-2020,KS,3,300%,0,0,3,100%,,4,4,
3-11-2020,KS,0,0%,0,0,24,0%,,NaN,1,
3-10-2020,KS,0,0%,0,0,6,0%,,NaN,1,
3-9-2020,KS,0,0%,0,0,0,0,,NaN,1,
3-8-2020,KS,1,Infinity%,0,0,1,100%,,NaN,1,
3-7-2020,KS,0,0,0,0,7,0%,,NaN,0,
3-6-2020,KS,,0,,0,,0,,NaN,0,
5-25-2020,IA,325,1.884%,5,1.101%,4959,6.554%,9377,7741,17577,459
5-24-2020,IA,359,2.125%,10,2.252%,3815,9.41%,9318,7480,17252,454
5-23-2020,IA,389,2.357%,19,4.471%,3691,10.539%,9254,7195,16893,444
5-22-2020,IA,334,2.066%,19,4.68%,3685,9.064%,9079,7000,16504,425
5-21-2020,IA,556,3.561%,18,4.639%,5817,9.558%,8672,7092,16170,406
5-20-2020,IA,265,1.726%,16,4.301%,3100,8.548%,8362,6864,15614,388
5-19-2020,IA,394,2.635%,17,4.789%,4500,8.756%,8130,6847,15349,372
5-18-2020,IA,304,2.075%,4,1.14%,2907,10.458%,7324,7276,14955,355
5-17-2020,IA,323,2.254%,5,1.445%,3941,8.196%,7154,7146,14651,351
5-16-2020,IA,279,1.986%,10,2.976%,2734,10.205%,6927,7055,14328,346
5-15-2020,IA,374,2.735%,18,5.66%,4272,8.755%,6561,7152,14049,336
5-14-2020,IA,386,2.905%,12,3.922%,3575,10.797%,6231,7126,13675,318
5-13-2020,IA,377,2.92%,17,5.882%,4431,8.508%,5954,7029,13289,306
5-12-2020,IA,539,4.356%,18,6.642%,3496,15.418%,5618,7005,12912,289
5-11-2020,IA,414,3.462%,6,2.264%,3618,11.443%,5249,6853,12373,271
5-10-2020,IA,288,2.468%,13,5.159%,2698,10.675%,5154,6540,11959,265
5-9-2020,IA,214,1.868%,9,3.704%,1215,17.613%,5011,6408,11671,252
5-8-2020,IA,398,3.599%,12,5.195%,3834,10.381%,4685,6529,11457,243
5-7-2020,IA,655,6.296%,12,5.479%,3256,20.117%,4266,6562,11059,231
5-6-2020,IA,293,2.898%,12,5.797%,2602,11.261%,3803,6382,10404,219
5-5-2020,IA,408,4.205%,19,10.106%,3408,11.972%,3572,6332,10111,207
5-4-2020,IA,534,5.824%,4,2.174%,3975,13.434%,3486,6029,9703,188
5-3-2020,IA,528,6.11%,9,5.143%,6837,7.723%,3325,5660,9169,184
5-2-2020,IA,757,9.602%,5,2.941%,757,100%,3156,5310,8641,175
5-1-2020,IA,739,10.343%,8,4.938%,2925,25.265%,2899,4815,7884,170
4-30-2020,IA,302,4.413%,14,9.459%,1330,22.707%,2697,4286,7145,162
4-29-2020,IA,467,7.324%,12,8.824%,1514,30.845%,2428,4267,6843,148
4-28-2020,IA,508,8.657%,9,7.087%,1673,30.365%,2164,4076,6376,136
4-27-2020,IA,392,7.159%,9,7.627%,2060,19.029%,2021,3720,5868,127
4-26-2020,IA,384,7.541%,6,5.357%,1740,22.069%,1900,3458,5476,118
4-25-2020,IA,647,14.556%,5,4.673%,2377,27.219%,1723,3257,5092,112
4-24-2020,IA,521,13.277%,11,11.458%,2711,19.218%,1604,2734,4445,107
4-23-2020,IA,176,4.696%,6,6.667%,1018,17.289%,1492,2336,3924,96
4-22-2020,IA,107,2.939%,7,8.434%,629,17.011%,1428,2230,3748,90
4-21-2020,IA,482,15.258%,4,5.063%,1795,26.852%,1293,2265,3641,83
4-20-2020,IA,257,8.856%,4,5.333%,1270,20.236%,1235,1845,3159,79
4-19-2020,IA,389,15.48%,1,1.351%,1603,24.267%,1171,1656,2902,75
4-18-2020,IA,181,7.762%,10,15.625%,1155,15.671%,1095,1344,2513,74
4-17-2020,IA,191,8.921%,4,6.667%,1117,17.099%,1007,1261,2332,64
4-16-2020,IA,146,7.318%,7,13.208%,806,18.114%,987,1094,2141,60
4-15-2020,IA,96,5.055%,4,8.163%,984,9.756%,908,1034,1995,53
4-14-2020,IA,189,11.053%,6,13.953%,189,100%,741,1109,1899,49
4-13-2020,IA,123,7.75%,2,4.878%,1104,11.141%,741,926,1710,43
4-12-2020,IA,77,5.099%,7,20.588%,460,16.739%,674,872,1587,41
4-11-2020,IA,122,8.79%,3,9.677%,1179,10.348%,585,891,1510,34
4-10-2020,IA,118,9.291%,2,6.897%,980,12.041%,506,851,1388,31
4-9-2020,IA,125,10.917%,2,7.407%,1007,12.413%,476,765,1270,29
4-8-2020,IA,97,9.256%,1,3.846%,1248,7.772%,431,687,1145,27
4-7-2020,IA,102,10.782%,1,4%,1119,9.115%,341,681,1048,26
4-6-2020,IA,78,8.986%,3,13.636%,758,10.29%,284,637,946,25
4-5-2020,IA,82,10.433%,8,57.143%,601,13.644%,188,658,868,22
4-4-2020,IA,87,12.446%,3,27.273%,787,11.055%,188,584,786,14
4-3-2020,IA,85,13.844%,0,0%,785,10.828%,188,500,699,11
4-2-2020,IA,65,11.84%,2,22.222%,815,7.975%,46,557,614,11
4-1-2020,IA,52,10.463%,2,28.571%,468,11.111%,118,422,549,9
3-31-2020,IA,73,17.217%,1,16.667%,799,9.136%,33,457,497,7
3-30-2020,IA,88,26.19%,2,50%,1237,7.114%,23,395,424,6
3-29-2020,IA,38,12.752%,1,33.333%,676,5.621%,17,315,336,4
3-28-2020,IA,63,26.809%,0,0%,698,9.026%,15,280,298,3
3-27-2020,IA,56,31.285%,2,200%,1218,4.598%,18,214,235,3
3-26-2020,IA,34,23.448%,0,0%,34,100%,15,163,179,1
3-25-2020,IA,21,16.935%,1,Infinity%,284,7.394%,,144,145,1
3-24-2020,IA,19,18.095%,0,0,291,6.529%,,124,124,
3-23-2020,IA,15,16.667%,0,0,843,1.779%,,105,105,
3-22-2020,IA,22,32.353%,0,0,188,11.702%,,90,90,
3-21-2020,IA,23,51.111%,0,0,430,5.349%,,68,68,
3-20-2020,IA,7,18.421%,0,0,566,1.237%,,45,45,
3-19-2020,IA,9,31.034%,0,0,9,100%,,38,38,
3-18-2020,IA,6,26.087%,0,0,6,100%,,29,29,
3-17-2020,IA,1,4.545%,0,0,1,100%,,23,23,
3-16-2020,IA,4,22.222%,0,0,4,100%,,22,22,
3-15-2020,IA,1,5.882%,0,0,1,100%,,18,18,
3-14-2020,IA,1,6.25%,0,0,1,100%,,17,17,
3-13-2020,IA,2,14.286%,0,0,18,11.111%,,16,16,
3-12-2020,IA,1,7.692%,0,0,22,4.545%,,14,14,
3-11-2020,IA,5,62.5%,0,0,19,26.316%,,NaN,13,
3-10-2020,IA,5,166.667%,0,0,11,45.455%,,NaN,8,
3-9-2020,IA,3,Infinity%,0,0,14,21.429%,,NaN,3,
3-8-2020,IA,0,0,0,0,0,0,,NaN,0,
3-7-2020,IA,0,0,0,0,0,0,,NaN,0,
3-6-2020,IA,,0,,0,,0,,NaN,0,
5-25-2020,NE,145,1.209%,3,2.041%,2527,5.738%,,11984,12134,150
5-24-2020,NE,327,2.804%,0,0%,3223,10.146%,,11842,11989,147
5-23-2020,NE,237,2.074%,4,2.797%,1563,15.163%,,11515,11662,147
5-22-2020,NE,303,2.724%,5,3.623%,2779,10.903%,,11282,11425,143
5-21-2020,NE,276,2.545%,6,4.545%,3505,7.874%,,10984,11122,138
5-20-2020,NE,221,2.08%,7,5.6%,2151,10.274%,,10714,10846,132
5-19-2020,NE,277,2.677%,2,1.626%,2483,11.156%,,10500,10625,125
5-18-2020,NE,128,1.252%,0,0%,1861,6.878%,,10225,10348,123
5-17-2020,NE,448,4.585%,4,3.361%,5662,7.912%,,10097,10220,123
5-16-2020,NE,356,3.781%,6,5.31%,2763,12.885%,,9653,9772,119
5-15-2020,NE,341,3.758%,6,5.607%,3874,8.802%,,9303,9416,113
5-14-2020,NE,383,4.406%,4,3.883%,3616,10.592%,,8968,9075,107
5-13-2020,NE,120,1.4%,3,3%,1782,6.734%,,8589,8692,103
5-12-2020,NE,257,3.091%,2,2.041%,1704,15.082%,,8472,8572,100
5-11-2020,NE,81,0.984%,2,2.083%,670,12.09%,,8217,8315,98
5-10-2020,NE,403,5.146%,4,4.348%,2593,15.542%,,8138,8234,96
5-9-2020,NE,641,8.915%,2,2.222%,2564,25%,,7739,7831,92
5-8-2020,NE,419,6.188%,4,4.651%,2654,15.787%,,7100,7190,90
5-7-2020,NE,333,5.172%,4,4.878%,1630,20.429%,,6685,6771,86
5-6-2020,NE,355,5.836%,4,5.128%,1519,23.371%,,6356,6438,82
5-5-2020,NE,173,2.927%,0,0%,855,20.234%,,6005,6083,78
5-4-2020,NE,584,10.965%,2,2.632%,2492,23.435%,,5832,5910,78
5-3-2020,NE,488,10.087%,3,4.11%,1914,25.496%,,5250,5326,76
5-2-2020,NE,557,13.011%,3,4.286%,1963,28.375%,,4765,4838,73
5-1-2020,NE,497,13.134%,2,2.941%,2064,24.079%,,4211,4281,70
4-30-2020,NE,410,12.152%,13,23.636%,1690,24.26%,,3716,3784,68
4-29-2020,NE,16,0.476%,0,0%,26,61.538%,,3319,3374,55
4-28-2020,NE,330,10.898%,-1,-1.786%,1242,26.57%,,3303,3358,55
4-27-2020,NE,296,10.835%,3,5.66%,1135,26.079%,,2972,3028,56
4-26-2020,NE,311,12.846%,3,6%,1255,24.781%,,2679,2732,53
4-25-2020,NE,297,13.983%,3,6.383%,1361,21.822%,,2371,2421,50
4-24-2020,NE,311,17.154%,2,4.444%,1252,24.84%,,2077,2124,47
4-23-2020,NE,91,5.285%,7,18.421%,681,13.363%,,1768,1813,45
4-22-2020,NE,74,4.49%,5,15.152%,307,24.104%,,1684,1722,38
4-21-2020,NE,174,11.805%,5,17.857%,692,25.145%,,1615,1648,33
4-20-2020,NE,187,14.53%,0,0%,1105,16.923%,,1446,1474,28
4-19-2020,NE,149,13.093%,4,16.667%,898,16.592%,,1259,1287,28
4-18-2020,NE,72,6.754%,0,0%,573,12.565%,,1114,1138,24
4-17-2020,NE,114,11.975%,3,14.286%,810,14.074%,,1042,1066,24
4-16-2020,NE,51,5.66%,1,5%,565,9.027%,,931,952,21
4-15-2020,NE,30,3.444%,2,11.111%,372,8.065%,,881,901,20
4-14-2020,NE,57,7.002%,1,5.882%,385,14.805%,,853,871,18
4-13-2020,NE,23,2.908%,0,0%,281,8.185%,,797,814,17
4-12-2020,NE,91,13%,0,0%,706,12.89%,,774,791,17
4-11-2020,NE,65,10.236%,2,13.333%,631,10.301%,,683,700,17
4-10-2020,NE,68,11.993%,1,7.143%,671,10.134%,,620,635,15
4-9-2020,NE,48,9.249%,2,16.667%,722,6.648%,,553,567,14
4-8-2020,NE,72,16.107%,2,20%,703,10.242%,,507,519,12
4-7-2020,NE,38,9.291%,2,25%,471,8.068%,,437,447,10
4-6-2020,NE,46,12.672%,0,0%,866,5.312%,,401,409,8
4-5-2020,NE,42,13.084%,2,33.333%,542,7.749%,,355,363,8
4-4-2020,NE,42,15.054%,0,0%,613,6.852%,,315,321,6
4-3-2020,NE,33,13.415%,1,20%,542,6.089%,,273,279,6
4-2-2020,NE,36,17.143%,1,25%,539,6.679%,,241,246,5
4-1-2020,NE,38,22.093%,1,33.333%,582,6.529%,,206,210,4
3-31-2020,NE,27,18.621%,1,50%,374,7.219%,,169,172,3
3-30-2020,NE,37,34.259%,0,0%,653,5.666%,,143,145,2
3-29-2020,NE,12,12.5%,0,0%,76,15.789%,,106,108,2
3-28-2020,NE,11,12.941%,2,Infinity%,154,7.143%,,94,96,2
3-27-2020,NE,12,16.438%,0,0,189,6.349%,,85,85,0
3-26-2020,NE,12,19.672%,0,0,292,4.11%,,73,73,0
3-25-2020,NE,9,17.308%,0,0,338,2.663%,,61,61,0
3-24-2020,NE,2,4%,0,0,621,0.322%,,52,52,0
3-23-2020,NE,2,4.167%,0,0,2,100%,,50,50,0
3-22-2020,NE,10,26.316%,0,0,10,100%,,48,48,0
3-21-2020,NE,6,18.75%,0,0,122,4.918%,,38,38,0
3-20-2020,NE,5,18.519%,0,0,5,100%,,32,32,0
3-19-2020,NE,3,12.5%,0,0,37,8.108%,,27,27,0
3-18-2020,NE,3,14.286%,0,0,3,100%,,24,24,
3-17-2020,NE,3,16.667%,0,0,39,7.692%,,21,21,
3-16-2020,NE,1,5.882%,0,0,91,1.099%,,18,18,
3-15-2020,NE,3,21.429%,0,0,3,100%,,17,17,
3-14-2020,NE,1,7.692%,0,0,1,100%,,14,14,
3-13-2020,NE,3,30%,0,0,3,100%,,13,13,
3-12-2020,NE,5,100%,0,0,38,13.158%,,10,10,
3-11-2020,NE,2,66.667%,0,0,2,100%,,NaN,5,
3-10-2020,NE,0,0%,0,0,11,0%,,NaN,3,
3-9-2020,NE,2,200%,0,0,21,9.524%,,NaN,3,
3-8-2020,NE,0,0%,0,0,0,0,,NaN,1,
3-7-2020,NE,1,Infinity%,0,0,1,100%,,NaN,1,
3-6-2020,NE,0,0,0,0,0,0,,NaN,0,
3-5-2020,NE,,0,,0,,0,,NaN,0,
5-25-2020,AR,107,1.807%,1,0.862%,3041,3.519%,4249,1663,6029,117
5-24-2020,AR,310,5.524%,3,2.655%,5534,5.602%,4148,1658,5922,116
5-23-2020,AR,0,0%,0,0%,0,0,4029,1470,5612,113
5-22-2020,AR,154,2.822%,3,2.727%,3771,4.084%,4029,1470,5612,113
5-21-2020,AR,455,9.095%,3,2.804%,3018,15.076%,3915,1433,5458,110
5-20-2020,AR,80,1.625%,5,4.902%,2557,3.129%,3852,1044,5003,107
5-19-2020,AR,110,2.285%,2,2%,8462,1.3%,3739,1082,4923,102
5-18-2020,AR,54,1.135%,2,2.041%,54,100%,3645,1068,4813,100
5-17-2020,AR,181,3.954%,0,0%,3541,5.112%,3590,1071,4759,98
5-16-2020,AR,115,2.577%,0,0%,115,100%,3472,1008,4578,98
5-15-2020,AR,227,5.359%,1,1.031%,5711,3.975%,3390,975,4463,98
5-14-2020,AR,72,1.729%,2,2.105%,2603,2.766%,3277,862,4236,97
5-13-2020,AR,0,0%,0,0%,2771,0%,3220,849,4164,95
5-12-2020,AR,130,3.223%,1,1.064%,1414,9.194%,3220,849,4164,95
5-11-2020,AR,287,7.659%,6,6.818%,3502,8.195%,3149,791,4034,94
5-10-2020,AR,0,0%,0,0%,0,0,2968,691,3747,88
5-9-2020,AR,53,1.435%,0,0%,1534,3.455%,2968,691,3747,88
5-8-2020,AR,83,2.299%,1,1.149%,3999,2.076%,2159,1447,3694,88
5-7-2020,AR,43,1.205%,2,2.353%,992,4.335%,2123,1401,3611,87
5-6-2020,AR,72,2.059%,2,2.41%,4368,1.648%,2109,1374,3568,85
5-5-2020,AR,38,1.099%,2,2.469%,193,19.689%,2041,1372,3496,83
5-4-2020,AR,27,0.787%,5,6.579%,1552,1.74%,2016,1361,3458,81
5-3-2020,AR,59,1.75%,3,4.11%,1308,4.511%,1999,1356,3431,76
5-2-2020,AR,51,1.536%,9,14.063%,1906,2.676%,1987,1312,3372,73
5-1-2020,AR,66,2.028%,3,4.918%,1297,5.089%,1973,1284,3321,64
4-30-2020,AR,63,1.974%,2,3.39%,2930,2.15%,1305,1889,3255,61
4-29-2020,AR,81,2.604%,7,13.462%,4778,1.695%,1249,1884,3192,59
4-28-2020,AR,94,3.116%,2,4%,214,43.925%,1146,1913,3111,52
4-27-2020,AR,76,2.584%,1,2.041%,988,7.692%,987,1980,3017,50
4-26-2020,AR,112,3.959%,2,4.255%,1416,7.91%,985,1907,2941,49
4-25-2020,AR,88,3.211%,2,4.444%,2475,3.556%,964,1818,2829,47
4-24-2020,AR,276,11.197%,0,0%,3988,6.921%,929,1767,2741,45
4-23-2020,AR,189,8.304%,3,7.143%,1877,10.069%,902,1518,2465,45
4-22-2020,AR,49,2.2%,-1,-2.326%,2272,2.157%,863,1371,2276,42
4-21-2020,AR,304,15.809%,1,2.381%,888,34.234%,809,1375,2227,43
4-20-2020,AR,142,7.973%,2,5%,2344,6.058%,749,1132,1923,42
4-19-2020,AR,42,2.415%,2,5.263%,68,61.765%,721,1020,1781,40
4-18-2020,AR,44,2.596%,1,2.703%,647,6.801%,703,998,1739,38
4-17-2020,AR,75,4.63%,0,0%,819,9.158%,593,1065,1695,37
4-16-2020,AR,51,3.25%,4,12.121%,841,6.064%,548,1035,1620,37
4-15-2020,AR,89,6.014%,3,10%,703,12.66%,489,1047,1569,33
4-14-2020,AR,70,4.965%,0,0%,327,21.407%,427,1023,1480,30
4-13-2020,AR,130,10.156%,3,11.111%,1082,12.015%,391,989,1410,30
4-12-2020,AR,54,4.405%,3,12.5%,1144,4.72%,367,886,1280,27
4-11-2020,AR,55,4.697%,1,4.348%,1458,3.772%,340,862,1226,24
4-10-2020,AR,52,4.647%,2,9.524%,2169,2.397%,312,836,1171,23
4-9-2020,AR,119,11.9%,3,16.667%,421,28.266%,288,810,1119,21
4-8-2020,AR,54,5.708%,2,12.5%,892,6.054%,208,774,1000,18
4-7-2020,AR,71,8.114%,0,0%,793,8.953%,142,788,946,16
4-6-2020,AR,45,5.422%,0,0%,1603,2.807%,102,757,875,16
4-5-2020,AR,87,11.709%,2,14.286%,872,9.977%,97,717,830,16
4-4-2020,AR,39,5.54%,2,16.667%,671,5.812%,79,650,743,14
4-3-2020,AR,61,9.487%,0,0%,1176,5.187%,60,632,704,12
4-2-2020,AR,59,10.103%,2,20%,585,10.085%,47,584,643,12
4-1-2020,AR,61,11.663%,2,25%,1456,4.19%,42,532,584,10
3-31-2020,AR,50,10.571%,1,14.286%,747,6.693%,35,480,523,8
3-30-2020,AR,47,11.033%,1,16.667%,2282,2.06%,29,437,473,7
3-29-2020,AR,22,5.446%,1,20%,111,19.82%,28,392,426,6
3-28-2020,AR,23,6.037%,2,66.667%,1416,1.624%,24,375,404,5
3-27-2020,AR,46,13.731%,0,0%,87,52.874%,19,359,381,3
3-26-2020,AR,55,19.643%,1,50%,122,45.082%,13,319,335,3
3-25-2020,AR,62,28.44%,2,Infinity%,552,11.232%,11,267,280,2
3-24-2020,AR,44,25.287%,0,0,85,51.765%,,218,218,0
3-23-2020,AR,9,5.455%,0,0,204,4.412%,,174,174,0
3-22-2020,AR,47,39.831%,0,0,191,24.607%,,165,165,0
3-21-2020,AR,22,22.917%,0,0,238,9.244%,,118,118,
3-20-2020,AR,50,108.696%,0,0,91,54.945%,,96,96,
3-19-2020,AR,13,39.394%,0,0,87,14.943%,,46,46,
3-18-2020,AR,11,50%,0,0,50,22%,,33,33,
3-17-2020,AR,0,0%,0,0,65,0%,,22,22,
3-16-2020,AR,6,37.5%,0,0,35,17.143%,,22,22,
