date,state,Cases 24hr,Cases % 24hr,Deaths 24hr,Deaths % 24hr ,Tests 24hr,Positive Tests 24hr,Total Recovered,Total Active Infections,Total Cases,Total Deaths
3-26-2020,FL,673,40.012%,6,27.273%,9040,7.445%,,2327,2355,28
3-25-2020,FL,270,19.122%,4,22.222%,2517,10.727%,,1660,1682,22
3-24-2020,FL,241,20.581%,4,28.571%,2305,10.456%,,1394,1412,18
3-23-2020,FL,341,41.084%,1,7.692%,3414,9.988%,,1157,1171,14
3-22-2020,FL,172,26.14%,1,8.333%,1583,10.865%,,817,830,13
3-21-2020,FL,138,26.538%,2,20%,4847,2.847%,,646,658,12
3-20-2020,FL,130,33.333%,2,25%,467,27.837%,,510,520,10
3-19-2020,FL,76,24.204%,1,14.286%,384,19.792%,,382,390,8
3-18-2020,FL,128,68.817%,1,16.667%,413,30.993%,,307,314,7
3-17-2020,FL,45,31.915%,2,50%,301,14.95%,,180,186,6
3-16-2020,FL,25,21.552%,0,0%,31,80.645%,,137,141,4
3-15-2020,FL,39,50.649%,1,33.333%,239,16.318%,,112,116,4
3-14-2020,FL,27,54%,1,50%,27,100%,,74,77,3
3-13-2020,FL,18,56.25%,0,0%,195,9.231%,,48,50,2
3-12-2020,FL,4,14.286%,0,0%,4,100%,,30,32,2
3-11-2020,FL,9,47.368%,2,0,88,10.227%,,26,28,2
3-10-2020,FL,1,5.556%,0,0,83,1.205%,,NaN,19,
3-9-2020,FL,1,5.882%,0,0,23,4.348%,,NaN,18,
3-8-2020,FL,3,21.429%,0,0,21,14.286%,,NaN,17,
3-7-2020,FL,5,55.556%,0,0,50,10%,,NaN,14,
3-6-2020,FL,0,0%,0,0,24,0%,,NaN,9,
3-5-2020,FL,7,350%,0,0,14,50%,,NaN,9,
3-4-2020,FL,,0,,0,,0,,NaN,2,
5-25-2020,AL,403,2.813%,11,1.996%,4516,8.924%,7951,6217,14730,562
5-24-2020,AL,389,2.791%,5,0.916%,3123,12.456%,7951,5825,14327,551
5-23-2020,AL,375,2.765%,9,1.676%,4908,7.641%,7951,5441,13938,546
5-22-2020,AL,444,3.384%,8,1.512%,7029,6.317%,7951,5075,13563,537
5-21-2020,AL,375,2.943%,12,2.321%,6289,5.963%,,12590,13119,529
5-20-2020,AL,368,2.973%,13,2.579%,6884,5.346%,,12227,12744,517
5-19-2020,AL,290,2.399%,15,3.067%,443,65.463%,,11872,12376,504
5-18-2020,AL,315,2.676%,1,0.205%,773,40.75%,,11597,12086,489
5-17-2020,AL,248,2.152%,3,0.619%,2856,8.683%,,11283,11771,488
5-16-2020,AL,307,2.737%,9,1.891%,7431,4.131%,,11038,11523,485
5-15-2020,AL,248,2.261%,9,1.927%,4078,6.081%,,10740,11216,476
5-14-2020,AL,351,3.306%,18,4.009%,5613,6.253%,,10501,10968,467
5-13-2020,AL,307,2.978%,20,4.662%,3154,9.734%,,10168,10617,449
5-12-2020,AL,301,3.007%,28,6.983%,3774,7.976%,,9881,10310,429
5-11-2020,AL,232,2.373%,8,2.036%,2023,11.468%,,9608,10009,401
5-10-2020,AL,210,2.195%,5,1.289%,1927,10.898%,,9384,9777,393
5-9-2020,AL,346,3.752%,13,3.467%,5380,6.431%,,9179,9567,388
5-8-2020,AL,323,3.63%,26,7.45%,4941,6.537%,,8846,9221,375
5-7-2020,AL,317,3.694%,9,2.647%,5657,5.604%,,8549,8898,349
5-6-2020,AL,296,3.573%,27,8.626%,2750,10.764%,,8241,8581,340
5-5-2020,AL,260,3.24%,17,5.743%,3649,7.125%,,7972,8285,313
5-4-2020,AL,300,3.883%,6,2.069%,10617,2.826%,,7729,8025,296
5-3-2020,AL,291,3.914%,2,0.694%,291,100%,,7435,7725,290
5-2-2020,AL,276,3.856%,9,3.226%,276,100%,,7146,7434,288
5-1-2020,AL,139,1.98%,10,3.717%,4737,2.934%,,6879,7158,279
4-30-2020,AL,177,2.587%,24,9.796%,6747,2.623%,,6750,7019,269
4-29-2020,AL,155,2.318%,3,1.24%,4622,3.354%,,6597,6842,245
4-28-2020,AL,188,2.893%,20,9.009%,1830,10.273%,,6445,6687,242
4-27-2020,AL,229,3.652%,6,2.778%,446,51.345%,,6277,6499,222
4-26-2020,AL,133,2.167%,4,1.887%,2207,6.026%,,6054,6270,216
4-25-2020,AL,305,5.23%,15,7.614%,18649,1.635%,,5925,6137,212
4-24-2020,AL,54,0.935%,0,0%,54,100%,,5635,5832,197
4-23-2020,AL,313,5.727%,3,1.546%,3881,8.065%,,5581,5778,197
4-22-2020,AL,234,4.473%,17,9.605%,234,100%,,5271,5465,194
4-21-2020,AL,206,4.1%,10,5.988%,2626,7.845%,,5054,5231,177
4-20-2020,AL,188,3.887%,13,8.442%,188,100%,,4858,5025,167
4-19-2020,AL,182,3.91%,8,5.479%,3174,5.734%,,4683,4837,154
4-18-2020,AL,125,2.759%,2,1.389%,4690,2.665%,,4509,4655,146
4-17-2020,AL,185,4.258%,11,8.271%,1457,12.697%,,4386,4530,144
4-16-2020,AL,232,5.641%,12,9.917%,2314,10.026%,,4212,4345,133
4-15-2020,AL,237,6.115%,11,10%,960,24.688%,,3992,4113,121
4-14-2020,AL,142,3.803%,11,11.111%,3935,3.609%,,3766,3876,110
4-13-2020,AL,209,5.929%,6,6.452%,7599,2.75%,,3635,3734,99
4-12-2020,AL,334,10.467%,2,2.198%,334,100%,,3432,3525,93
4-11-2020,AL,223,7.513%,11,13.75%,223,100%,,3100,3191,91
4-10-2020,AL,199,7.187%,6,8.108%,199,100%,,2888,2968,80
4-9-2020,AL,400,16.885%,8,12.121%,1705,23.46%,,2695,2769,74
4-8-2020,AL,250,11.798%,10,17.857%,4206,5.944%,,2303,2369,66
4-7-2020,AL,151,7.673%,6,12%,151,100%,,2063,2119,56
4-6-2020,AL,172,9.577%,5,11.111%,1687,10.196%,,1918,1968,50
4-5-2020,AL,216,13.671%,2,4.651%,2225,9.708%,,1751,1796,45
4-4-2020,AL,148,10.335%,8,22.857%,1234,11.994%,,1537,1580,43
4-3-2020,AL,199,16.139%,3,9.375%,883,22.537%,,1397,1432,35
4-2-2020,AL,156,14.485%,6,23.077%,962,16.216%,,1201,1233,32
4-1-2020,AL,96,9.786%,13,100%,495,19.394%,,1051,1077,26
3-31-2020,AL,122,14.203%,7,116.667%,726,16.804%,,968,981,13
3-30-2020,AL,53,6.576%,2,50%,1563,3.391%,,853,859,6
3-29-2020,AL,110,15.805%,1,33.333%,110,100%,,802,806,4
3-28-2020,AL,109,18.569%,0,0%,109,100%,,693,696,3
3-27-2020,AL,81,16.008%,2,200%,672,12.054%,,584,587,3
3-26-2020,AL,223,78.799%,1,Infinity%,1287,17.327%,,505,506,1
3-25-2020,AL,68,31.628%,0,0,491,13.849%,,283,283,0
3-24-2020,AL,48,28.743%,0,0,489,9.816%,,215,215,0
3-23-2020,AL,29,21.014%,0,0,230,12.609%,,167,167,0
3-22-2020,AL,14,11.29%,0,0,1450,0.966%,,138,138,0
3-21-2020,AL,43,53.086%,0,0,43,100%,,124,124,0
3-20-2020,AL,13,19.118%,0,0,13,100%,,81,81,0
3-19-2020,AL,22,47.826%,0,0,22,100%,,68,68,0
3-18-2020,AL,10,27.778%,0,0,10,100%,,46,46,0
3-17-2020,AL,8,28.571%,0,0,8,100%,,36,36,0
3-16-2020,AL,16,133.333%,0,0,16,100%,,28,28,0
3-15-2020,AL,6,100%,0,0,12,50%,,12,12,0
3-14-2020,AL,5,500%,0,0,16,31.25%,,6,6,
3-13-2020,AL,1,Infinity%,0,0,2,50%,,1,1,
3-12-2020,AL,0,0,0,0,0,0,,0,0,
3-11-2020,AL,0,0,0,0,10,0%,,NaN,0,
3-10-2020,AL,0,0,0,0,0,0,,NaN,0,
3-9-2020,AL,0,0,0,0,0,0,,NaN,0,
3-8-2020,AL,0,0,0,0,0,0,,NaN,0,
3-7-2020,AL,,0,,0,,0,,NaN,0,
5-25-2020,MN,742,3.607%,12,1.367%,6095,12.174%,14816,5609,21315,890
5-24-2020,MN,728,3.668%,17,1.974%,8471,8.594%,14115,5580,20573,878
5-23-2020,MN,840,4.42%,10,1.175%,8522,9.857%,13485,5499,19845,861
5-22-2020,MN,805,4.423%,33,4.034%,7415,10.856%,12696,5458,19005,851
5-21-2020,MN,530,2.999%,32,4.071%,6218,8.524%,12488,4894,18200,818
5-20-2020,MN,641,3.764%,29,3.831%,5503,11.648%,12227,4657,17670,786
5-19-2020,MN,657,4.013%,17,2.297%,5229,12.565%,11540,4732,17029,757
5-18-2020,MN,704,4.493%,9,1.231%,6021,11.692%,10764,4868,16372,740
5-17-2020,MN,699,4.67%,22,3.103%,7304,9.57%,10175,4762,15668,731
5-16-2020,MN,729,5.119%,17,2.457%,8612,8.465%,9571,4689,14969,709
5-15-2020,MN,805,5.992%,29,4.374%,5917,13.605%,8820,4728,14240,692
5-14-2020,MN,518,4.01%,25,3.918%,6717,7.712%,8473,4299,13435,663
5-13-2020,MN,423,3.386%,24,3.909%,1201,35.221%,8149,4130,12917,638
5-12-2020,MN,695,5.89%,23,3.892%,5053,13.754%,7609,4271,12494,614
5-11-2020,MN,528,4.685%,13,2.249%,4693,11.251%,6945,4263,11799,591
5-10-2020,MN,481,4.458%,20,3.584%,4825,9.969%,6304,4389,11271,578
5-9-2020,MN,702,6.959%,24,4.494%,4993,14.06%,5764,4468,10790,558
5-8-2020,MN,723,7.72%,26,5.118%,3849,18.784%,5163,4391,10088,534
5-7-2020,MN,786,9.162%,23,4.742%,4189,18.763%,4800,4057,9365,508
5-6-2020,MN,728,9.273%,30,6.593%,5223,13.938%,4520,3574,8579,485
5-5-2020,MN,617,8.529%,27,6.308%,2068,29.836%,4159,3237,7851,455
5-4-2020,MN,571,8.57%,9,2.148%,3309,17.256%,3784,3022,7234,428
5-3-2020,MN,435,6.985%,24,6.076%,3625,12%,2596,3648,6663,419
5-2-2020,MN,498,8.691%,24,6.469%,4178,11.92%,2002,3831,6228,395
5-1-2020,MN,594,11.565%,28,8.163%,4553,13.046%,1911,3448,5730,371
4-30-2020,MN,492,10.594%,24,7.524%,3532,13.93%,1829,2964,5136,343
4-29-2020,MN,463,11.074%,18,5.98%,2915,15.883%,1724,2601,4644,319
4-28-2020,MN,365,9.565%,15,5.245%,2561,14.252%,1611,2269,4181,301
4-27-2020,MN,214,5.941%,14,5.147%,2281,9.382%,1556,1974,3816,286
4-26-2020,MN,156,4.527%,28,11.475%,2390,6.527%,1502,1828,3602,272
4-25-2020,MN,261,8.195%,23,10.407%,2810,9.288%,1410,1792,3446,244
4-24-2020,MN,243,8.26%,21,10.5%,2239,10.853%,1373,1591,3185,221
4-23-2020,MN,221,8.122%,21,11.732%,2204,10.027%,1336,1406,2942,200
4-22-2020,MN,154,5.999%,19,11.875%,1647,9.35%,1138,1404,2721,179
4-21-2020,MN,97,3.927%,17,11.888%,847,11.452%,1094,1313,2567,160
4-20-2020,MN,114,4.839%,9,6.716%,1134,10.053%,1059,1268,2470,143
4-19-2020,MN,143,6.462%,13,10.744%,1448,9.876%,1026,1196,2356,134
4-18-2020,MN,142,6.857%,10,9.009%,1215,11.687%,997,1095,2213,121
4-17-2020,MN,159,8.316%,17,18.085%,1378,11.538%,955,1005,2071,111
4-16-2020,MN,103,5.694%,7,8.046%,1433,7.188%,926,892,1912,94
4-15-2020,MN,114,6.726%,8,10.127%,1001,11.389%,853,869,1809,87
4-14-2020,MN,45,2.727%,9,12.857%,814,5.528%,830,786,1695,79
4-13-2020,MN,29,1.789%,0,0%,1006,2.883%,772,808,1650,70
4-12-2020,MN,194,13.595%,6,9.375%,2017,9.618%,772,779,1621,70
4-11-2020,MN,91,6.811%,7,12.281%,1510,6.026%,729,634,1427,64
4-10-2020,MN,94,7.568%,7,14%,1600,5.875%,675,604,1336,57
4-9-2020,MN,88,7.626%,11,28.205%,1541,5.711%,625,567,1242,50
4-8-2020,MN,85,7.951%,5,14.706%,1493,5.693%,593,522,1154,39
4-7-2020,MN,83,8.418%,4,13.333%,1132,7.332%,515,520,1069,34
4-6-2020,MN,51,5.455%,1,3.448%,1351,3.775%,440,516,986,30
4-5-2020,MN,70,8.092%,5,20.833%,1354,5.17%,422,484,935,29
4-4-2020,MN,76,9.632%,2,9.091%,1196,6.355%,416,425,865,24
4-3-2020,MN,47,6.334%,4,22.222%,1833,2.564%,,767,789,22
4-2-2020,MN,53,7.692%,1,5.882%,1203,4.406%,,724,742,18
4-1-2020,MN,60,9.539%,5,41.667%,1411,4.252%,,672,689,17
3-31-2020,MN,53,9.201%,2,20%,958,5.532%,,617,629,12
3-30-2020,MN,73,14.513%,1,11.111%,1165,6.266%,,566,576,10
3-29-2020,MN,62,14.059%,4,80%,1528,4.058%,243,251,503,9
3-28-2020,MN,43,10.804%,1,25%,2126,2.023%,215,221,441,5
3-27-2020,MN,52,15.029%,2,100%,1053,4.938%,176,218,398,4
3-26-2020,MN,59,20.557%,1,100%,1475,4%,,344,346,2
3-25-2020,MN,25,9.542%,0,0%,5663,0.441%,121,165,287,1
3-24-2020,MN,27,11.489%,0,0%,1066,2.533%,,261,262,1
3-23-2020,MN,66,39.053%,0,0%,66,100%,,234,235,1
3-22-2020,MN,31,22.464%,0,0%,590,5.254%,,168,169,1
3-21-2020,MN,23,20%,1,Infinity%,234,9.829%,,137,138,1
3-20-2020,MN,26,29.213%,0,0,818,3.178%,,115,115,
3-19-2020,MN,12,15.584%,0,0,276,4.348%,,89,89,
3-18-2020,MN,17,28.333%,0,0,426,3.991%,,77,77,
3-17-2020,MN,6,11.111%,0,0,443,1.354%,,60,60,
3-16-2020,MN,19,54.286%,0,0,471,4.034%,,54,54,
3-15-2020,MN,14,66.667%,0,0,554,2.527%,,35,35,
3-14-2020,MN,7,50%,0,0,313,2.236%,,21,21,
3-13-2020,MN,5,55.556%,0,0,239,2.092%,,14,14,
3-12-2020,MN,4,80%,0,0,94,4.255%,,9,9,
3-11-2020,MN,2,66.667%,0,0,87,2.299%,,NaN,5,
3-10-2020,MN,1,50%,0,0,53,1.887%,,NaN,3,
3-9-2020,MN,1,100%,0,0,33,3.03%,,NaN,2,
3-8-2020,MN,0,0%,0,0,0,0,,NaN,1,
3-7-2020,MN,1,Infinity%,0,0,13,7.692%,,NaN,1,
3-6-2020,MN,,0,,0,,0,,NaN,0,
5-25-2020,WV,15,0.853%,0,0%,631,2.377%,1135,567,1774,72
5-24-2020,WV,42,2.446%,0,0%,1950,2.154%,1121,566,1759,72
5-23-2020,WV,101,6.25%,1,1.408%,-1085,-9.309%,1110,535,1717,72
5-22-2020,WV,23,1.444%,1,1.429%,1688,1.363%,983,562,1616,71
5-21-2020,WV,48,3.107%,1,1.449%,2500,1.92%,983,540,1593,70
5-20-2020,WV,36,2.386%,1,1.471%,2340,1.538%,950,526,1545,69
5-19-2020,WV,18,1.207%,1,1.493%,2266,0.794%,922,519,1509,68
5-18-2020,WV,1,0.067%,0,0%,545,0.183%,919,505,1491,67
5-17-2020,WV,33,2.265%,3,4.688%,2097,1.574%,919,504,1490,67
5-16-2020,WV,16,1.11%,2,3.226%,2457,0.651%,889,504,1457,64
5-15-2020,WV,14,0.981%,2,3.333%,2223,0.63%,870,509,1441,62
5-14-2020,WV,29,2.074%,2,3.448%,2033,1.426%,870,497,1427,60
5-13-2020,WV,27,1.969%,1,1.754%,1611,1.676%,813,527,1398,58
5-12-2020,WV,5,0.366%,3,5.556%,1600,0.313%,803,511,1371,57
5-11-2020,WV,6,0.441%,0,0%,825,0.727%,775,537,1366,54
5-10-2020,WV,25,1.873%,1,1.887%,1647,1.518%,775,531,1360,54
5-9-2020,WV,25,1.908%,2,3.922%,1561,1.602%,761,521,1335,53
5-8-2020,WV,23,1.787%,0,0%,1915,1.201%,761,498,1310,51
5-7-2020,WV,39,3.125%,1,2%,1737,2.245%,716,520,1287,51
5-6-2020,WV,10,0.808%,0,0%,961,1.041%,716,482,1248,50
5-5-2020,WV,32,2.653%,0,0%,1584,2.02%,630,558,1238,50
5-4-2020,WV,15,1.259%,0,0%,1601,0.937%,611,545,1206,50
5-3-2020,WV,22,1.882%,2,4.167%,2492,0.883%,611,530,1191,50
5-2-2020,WV,33,2.905%,2,4.348%,2302,1.434%,572,549,1169,48
5-1-2020,WV,18,1.61%,5,12.195%,2303,0.782%,555,535,1136,46
4-30-2020,WV,23,2.1%,3,7.895%,1470,1.565%,545,532,1118,41
4-29-2020,WV,16,1.483%,1,2.703%,16,100%,504,553,1095,38
4-28-2020,WV,16,1.505%,1,2.778%,16,100%,481,561,1079,37
4-27-2020,WV,19,1.82%,2,5.882%,3976,0.478%,455,572,1063,36
4-26-2020,WV,24,2.353%,2,6.25%,6097,0.394%,455,555,1044,34
4-25-2020,WV,32,3.239%,0,0%,3155,1.014%,439,549,1020,32
4-24-2020,WV,21,2.172%,3,10.345%,1906,1.102%,439,517,988,32
4-23-2020,WV,28,2.982%,3,11.538%,2069,1.353%,380,558,967,29
4-22-2020,WV,25,2.735%,0,0%,3073,0.814%,330,583,939,26
4-21-2020,WV,12,1.33%,2,8.333%,608,1.974%,330,558,914,26
4-20-2020,WV,39,4.519%,6,33.333%,2124,1.836%,290,588,902,24
4-19-2020,WV,78,9.936%,2,12.5%,591,13.198%,265,580,863,18
4-18-2020,WV,31,4.111%,3,23.077%,759,4.084%,255,514,785,16
4-17-2020,WV,15,2.03%,0,0%,375,4%,223,518,754,13
4-16-2020,WV,37,5.271%,3,30%,650,5.692%,223,503,739,13
4-15-2020,WV,62,9.688%,1,11.111%,618,10.032%,211,481,702,10
4-14-2020,WV,14,2.236%,0,0%,383,3.655%,147,484,640,9
4-13-2020,WV,15,2.455%,1,12.5%,398,3.769%,85,532,626,9
4-12-2020,WV,34,5.893%,3,60%,805,4.224%,83,520,611,8
4-11-2020,WV,23,4.152%,0,0%,897,2.564%,63,509,577,5
4-10-2020,WV,31,5.927%,0,0%,692,4.48%,63,486,554,5
4-9-2020,WV,61,13.203%,1,25%,1318,4.628%,,518,523,5
4-8-2020,WV,50,12.136%,0,0%,486,10.288%,,458,462,4
4-7-2020,WV,67,19.42%,0,0%,2119,3.162%,,408,412,4
4-6-2020,WV,21,6.481%,1,33.333%,1102,1.906%,,341,345,4
4-5-2020,WV,42,14.894%,1,50%,1152,3.646%,,321,324,3
4-4-2020,WV,45,18.987%,0,0%,1319,3.412%,,280,282,2
4-3-2020,WV,20,9.217%,0,0%,874,2.288%,,235,237,2
4-2-2020,WV,26,13.613%,1,100%,918,2.832%,,215,217,2
4-1-2020,WV,29,17.901%,0,0%,432,6.713%,,190,191,1
3-31-2020,WV,36,28.571%,0,0%,1033,3.485%,,161,162,1
3-30-2020,WV,13,11.504%,1,Infinity%,292,4.452%,,125,126,1
3-29-2020,WV,17,17.708%,0,0,391,4.348%,,113,113,0
3-28-2020,WV,20,26.316%,0,0,572,3.497%,,96,96,0
3-27-2020,WV,25,49.02%,0,0,773,3.234%,,76,76,0
3-26-2020,WV,12,30.769%,0,0,284,4.225%,,51,51,0
3-25-2020,WV,19,95%,0,0,168,11.31%,,39,39,0
3-24-2020,WV,4,25%,0,0,170,2.353%,,20,20,0
3-23-2020,WV,4,33.333%,0,0,63,6.349%,,16,16,0
3-22-2020,WV,1,9.091%,0,0,56,1.786%,,12,12,0
3-21-2020,WV,4,57.143%,0,0,115,3.478%,,11,11,0
3-20-2020,WV,5,250%,0,0,81,6.173%,,7,7,0
3-19-2020,WV,1,100%,0,0,22,4.545%,,2,2,0
3-18-2020,WV,1,Infinity%,0,0,43,2.326%,,1,1,0
3-17-2020,WV,0,0,0,0,0,0,,0,0,0
3-16-2020,WV,0,0,0,0,42,0%,,0,0,0
3-15-2020,WV,0,0,0,0,12,0%,,0,0,0
3-14-2020,WV,0,0,0,0,9,0%,,0,0,
3-13-2020,WV,0,0,0,0,10,0%,,0,0,
3-12-2020,WV,0,0,0,0,4,0%,,0,0,
3-11-2020,WV,0,0,0,0,1,0%,,NaN,0,
3-10-2020,WV,0,0,0,0,0,0,,NaN,0,
3-9-2020,WV,0,0,0,0,0,0,,NaN,0,
3-8-2020,WV,0,0,0,0,0,0,,NaN,0,
3-7-2020,WV,0,0,0,0,1,0%,,NaN,0,
3-6-2020,WV,,0,,0,,0,,NaN,0,
5-25-2020,OR,22,0.56%,0,0%,1663,1.323%,1376,2425,3949,148
5-24-2020,OR,39,1.003%,1,0.68%,1988,1.962%,1376,2403,3927,148
5-23-2020,OR,24,0.621%,0,0%,2368,1.014%,1376,2365,3888,147
5-22-2020,OR,47,1.231%,2,1.379%,2615,1.797%,1376,2341,3864,147
5-21-2020,OR,16,0.421%,1,0.694%,3075,0.52%,1406,2266,3817,145
5-20-2020,OR,75,2.013%,4,2.857%,2429,3.088%,1406,2251,3801,144
5-19-2020,OR,39,1.058%,2,1.449%,2405,1.622%,1406,2180,3726,140
5-18-2020,OR,64,1.766%,1,0.73%,2959,2.163%,1406,2143,3687,138
5-17-2020,OR,11,0.305%,0,0%,2157,0.51%,1406,2080,3623,137
5-16-2020,OR,71,2.005%,0,0%,2693,2.636%,1406,2069,3612,137
5-15-2020,OR,62,1.782%,0,0%,5456,1.136%,1406,1998,3541,137
5-14-2020,OR,63,1.844%,3,2.239%,63,100%,1406,1936,3479,137
5-13-2020,OR,130,3.956%,4,3.077%,6381,2.037%,1406,1876,3416,134
5-12-2020,OR,0,0%,0,0%,0,0,1125,2031,3286,130
5-11-2020,OR,58,1.797%,3,2.362%,2099,2.763%,1125,2031,3286,130
5-10-2020,OR,68,2.152%,0,0%,887,7.666%,1125,1976,3228,127
5-9-2020,OR,92,2.999%,3,2.419%,1927,4.774%,1125,1908,3160,127
5-8-2020,OR,79,2.643%,3,2.479%,2235,3.535%,1125,1819,3068,124
5-7-2020,OR,73,2.503%,6,5.217%,2482,2.941%,1125,1743,2989,121
5-6-2020,OR,77,2.712%,2,1.77%,2552,3.017%,1125,1676,2916,115
5-5-2020,OR,80,2.9%,4,3.67%,1967,4.067%,860,1866,2839,113
5-4-2020,OR,79,2.948%,0,0%,1403,5.631%,860,1790,2759,109
5-3-2020,OR,45,1.708%,0,0%,1918,2.346%,860,1711,2680,109
5-2-2020,OR,56,2.171%,5,4.808%,1960,2.857%,,2526,2635,109
5-1-2020,OR,69,2.749%,1,0.971%,2144,3.218%,,2475,2579,104
4-30-2020,OR,64,2.617%,2,1.98%,1560,4.103%,,2407,2510,103
4-29-2020,OR,92,3.908%,9,9.783%,3274,2.81%,,2345,2446,101
4-28-2020,OR,0,0%,0,0%,0,0,,2262,2354,92
4-27-2020,OR,43,1.861%,1,1.099%,2234,1.925%,,2262,2354,92
4-26-2020,OR,58,2.574%,4,4.598%,1587,3.655%,,2220,2311,91
4-25-2020,OR,76,3.491%,1,1.163%,1885,4.032%,,2166,2253,87
4-24-2020,OR,50,2.351%,3,3.614%,1516,3.298%,,2091,2177,86
4-23-2020,OR,68,3.303%,5,6.41%,2791,2.436%,,2044,2127,83
4-22-2020,OR,57,2.847%,0,0%,57,100%,,1981,2059,78
4-21-2020,OR,46,2.352%,3,4%,1083,4.247%,,1924,2002,78
4-20-2020,OR,46,2.408%,1,1.351%,1007,4.568%,,1881,1956,75
4-19-2020,OR,66,3.579%,2,2.778%,1455,4.536%,,1836,1910,74
4-18-2020,OR,59,3.305%,2,2.857%,1262,4.675%,,1772,1844,72
4-17-2020,OR,49,2.823%,6,9.375%,1383,3.543%,,1715,1785,70
4-16-2020,OR,73,4.39%,6,10.345%,1587,4.6%,,1672,1736,64
4-15-2020,OR,30,1.837%,3,5.455%,988,3.036%,,1605,1663,58
4-14-2020,OR,49,3.093%,2,3.774%,1242,3.945%,,1578,1633,55
4-13-2020,OR,57,3.733%,1,1.923%,1363,4.182%,,1531,1584,53
4-12-2020,OR,156,11.379%,4,8.333%,2534,6.156%,,1475,1527,52
4-11-2020,OR,50,3.785%,4,9.091%,1597,3.131%,,1323,1371,48
4-10-2020,OR,0,0%,0,0%,0,0,,1277,1321,44
4-9-2020,OR,82,6.618%,11,33.333%,1063,7.714%,,1277,1321,44
4-8-2020,OR,58,4.911%,0,0%,1557,3.725%,,1206,1239,33
4-7-2020,OR,49,4.329%,6,22.222%,1206,4.063%,,1148,1181,33
4-6-2020,OR,64,5.993%,0,0%,1177,5.438%,,1105,1132,27
4-5-2020,OR,69,6.907%,1,3.846%,3090,2.233%,,1041,1068,27
4-4-2020,OR,100,11.123%,4,18.182%,100,100%,,973,999,26
4-3-2020,OR,73,8.838%,1,4.762%,1349,5.411%,,877,899,22
4-2-2020,OR,90,12.228%,3,16.667%,2213,4.067%,,805,826,21
4-1-2020,OR,46,6.667%,0,0%,46,100%,,718,736,18
3-31-2020,OR,84,13.861%,2,12.5%,943,8.908%,,672,690,18
3-30-2020,OR,58,10.584%,3,23.077%,1457,3.981%,,590,606,16
3-29-2020,OR,69,14.405%,0,0%,1254,5.502%,,535,548,13
3-28-2020,OR,65,15.7%,1,8.333%,1248,5.208%,,466,479,13
3-27-2020,OR,87,26.606%,1,9.091%,1644,5.292%,,402,414,12
3-26-2020,OR,118,56.459%,3,37.5%,2721,4.337%,,316,327,11
3-25-2020,OR,0,0%,0,0%,0,0,,201,209,8
3-24-2020,OR,18,9.424%,3,60%,719,2.503%,,201,209,8
3-23-2020,OR,30,18.634%,1,25%,815,3.681%,,186,191,5
3-22-2020,OR,47,41.228%,1,33.333%,908,5.176%,,157,161,4
3-21-2020,OR,0,0%,0,0%,0,0,,111,114,3
3-20-2020,OR,26,29.545%,0,0%,700,3.714%,,111,114,3
3-19-2020,OR,13,17.333%,0,0%,224,5.804%,,85,88,3
3-18-2020,OR,28,59.574%,3,Infinity%,457,6.127%,,72,75,3
3-17-2020,OR,8,20.513%,0,0,118,6.78%,,47,47,
3-16-2020,OR,3,8.333%,0,0,162,1.852%,,39,39,
3-15-2020,OR,6,20%,0,0,89,6.742%,,36,36,
3-14-2020,OR,0,0%,0,0,0,0,,30,30,
3-13-2020,OR,11,57.895%,0,0,62,17.742%,,30,30,
3-12-2020,OR,0,0%,0,0,0,0,,19,19,
3-11-2020,OR,4,26.667%,0,0,77,5.195%,,NaN,19,
3-10-2020,OR,1,7.143%,0,0,49,2.041%,,NaN,15,
3-9-2020,OR,0,0%,0,0,65,0%,,NaN,14,
3-8-2020,OR,7,100%,0,0,30,23.333%,,NaN,14,
3-7-2020,OR,4,133.333%,0,0,17,23.529%,,NaN,7,
3-6-2020,OR,0,0%,0,0,19,0%,,NaN,3,
3-5-2020,OR,0,0%,0,0,16,0%,,NaN,3,
3-4-2020,OR,,0,,0,,0,,NaN,3,
5-25-2020,NH,60,1.467%,1,0.481%,1847,3.249%,2204,1736,4149,209
5-24-2020,NH,0,0%,0,0%,0,0,2197,1684,4089,208
5-23-2020,NH,154,3.914%,9,4.523%,4439,3.469%,2197,1684,4089,208
5-22-2020,NH,67,1.732%,9,4.737%,2270,2.952%,1767,1969,3935,199
5-21-2020,NH,147,3.951%,8,4.396%,1942,7.57%,1388,2290,3868,190
5-20-2020,NH,69,1.889%,10,5.814%,1414,4.88%,1275,2264,3721,182
5-19-2020,NH,56,1.557%,0,0%,4596,1.218%,1269,2211,3652,172
5-18-2020,NH,40,1.125%,1,0.585%,126,31.746%,1268,2156,3596,172
5-17-2020,NH,92,2.656%,12,7.547%,2076,4.432%,1258,2127,3556,171
5-16-2020,NH,0,0%,0,0%,64,0%,1254,2051,3464,159
5-15-2020,NH,165,5.002%,9,6%,3437,4.801%,1247,2058,3464,159
5-14-2020,NH,60,1.852%,8,5.634%,1959,3.063%,1236,1913,3299,150
5-13-2020,NH,79,2.5%,9,6.767%,1655,4.773%,1234,1863,3239,142
5-12-2020,NH,0,0%,0,0%,678,0%,1231,1796,3160,133
